Title,Worldwide,Budget,MPAA,Domestic Distributor,Domestic Opening,Genres
tt1355644,303144152.0,110000000.0,PG-13,Sony Pictures Entertainment (SPE),14869736.0,"Drama,Romance,Sci-Fi,Thriller"
tt4052882,119100758.0,17000000.0,PG-13,Sony Pictures Entertainment (SPE),16800868.0,"Action,Drama,Horror,Thriller"
tt3628584,55030051.0,,PG-13,Warner Bros.,20242415.0,"Comedy,Drama"
tt4172430,69411370.0,50000000.0,R,Paramount Pictures,16194738.0,"Action,Drama,History,Thriller,War"
tt1711525,114501299.0,45000000.0,R,Paramount Pictures,16890204.0,Comedy
tt2381991,164989338.0,115000000.0,PG-13,Universal Pictures,19445035.0,"Action,Adventure,Drama,Fantasy"
tt4302938,76249438.0,60000000.0,PG,Focus Features,12608372.0,"Action,Adventure,Animation,Family,Fantasy"
tt0803096,439048914.0,160000000.0,PG-13,Universal Pictures,24166110.0,"Action,Adventure,Fantasy"
tt1292566,112343513.0,38000000.0,R,Warner Bros.,17878911.0,"Comedy,Drama,Romance"
tt1596363,133440870.0,28000000.0,R,Paramount Pictures,705527.0,"Biography,Comedy,Drama,History"
tt2823054,77068246.0,33000000.0,R,Twentieth Century Fox,16628170.0,"Comedy,Romance"
tt2005151,86234523.0,,R,Warner Bros.,14685305.0,"Biography,Comedy,Crime,Drama,War"
tt4649416,42580920.0,17000000.0,PG-13,Universal Pictures,15134235.0,"Comedy,Drama"
tt2241351,93282604.0,27000000.0,R,TriStar Pictures,14788157.0,"Crime,Drama,Mystery,Thriller"
tt3460252,156480177.0,44000000.0,R,The Weinstein Company,4610676.0,"Crime,Drama,Mystery,Thriller,Western"
tt3640424,119520023.0,85000000.0,R,Paramount Pictures,12701743.0,"Action,Drama,Romance,Thriller,War"
tt3531824,85251425.0,19000000.0,PG-13,Lionsgate,9445456.0,"Action,Adventure,Crime,Drama,Thriller"
tt1850457,105011053.0,30000000.0,R,Universal Pictures,13922855.0,Comedy
tt3231054,46771565.0,20000000.0,PG-13,Sony Pictures Entertainment (SPE),11801271.0,"Action,Drama,History,Mystery"
tt2094766,240697856.0,125000000.0,PG-13,Twentieth Century Fox,10278225.0,"Action,Adventure,Sci-Fi"
tt3799694,62788218.0,50000000.0,R,Warner Bros.,11203270.0,"Action,Comedy,Crime,Thriller"
tt3882082,73929392.0,10000000.0,PG-13,STX Entertainment,10778392.0,"Horror,Mystery,Thriller"
tt1860213,94073028.0,25000000.0,R,Lionsgate,11111875.0,Comedy
tt4361050,81705746.0,9000000.0,PG-13,Universal Pictures,14065500.0,"Drama,Horror,Mystery,Thriller"
tt2304933,109906372.0,38000000.0,PG-13,Sony Pictures Entertainment (SPE),10326356.0,"Action,Adventure,Sci-Fi,Thriller"
tt3062096,220021259.0,75000000.0,PG-13,Sony Pictures Entertainment (SPE),14860425.0,"Action,Adventure,Crime,Drama,Mystery,Thriller"
tt4824302,48782670.0,25000000.0,PG-13,Open Road Films (II),8369184.0,"Comedy,Drama,Romance"
tt2404233,150680864.0,140000000.0,PG-13,Lionsgate,14123903.0,"Action,Adventure,Fantasy"
tt3783958,448906865.0,30000000.0,PG-13,Lionsgate,881104.0,"Comedy,Drama,Music,Musical,Romance"
tt4501244,118102725.0,38000000.0,R,Twentieth Century Fox,11002986.0,Comedy
tt0475290,63945241.0,22000000.0,PG-13,Universal Pictures,11355225.0,"Comedy,Drama,Music,Mystery"
tt2974918,234798636.0,,PG,Twentieth Century Fox,14287159.0,"Adventure,Animation,Comedy,Family,Fantasy,Music,Musical"
tt1389139,30658387.0,10000000.0,PG-13,Screen Gems,14202323.0,"Drama,Thriller"
tt1608290,56722693.0,,PG-13,Paramount Pictures,13841146.0,"Action,Adventure,Comedy,Mystery,Romance"
tt2446980,101134059.0,60000000.0,PG-13,Twentieth Century Fox,17015168.0,"Biography,Drama"
tt2025690,52099090.0,,PG-13,Walt Disney Studios Motion Pictures,10288932.0,"Action,Drama,History,Thriller"
tt4136084,49052787.0,29000000.0,PG-13,Paramount Pictures,6601313.0,"Biography,Comedy,Drama,Music"
tt4034228,78988148.0,9000000.0,R,Roadside Attractions,256498.0,Drama
tt2582782,37879877.0,12000000.0,R,Lionsgate,621329.0,"Action,Crime,Drama,Thriller,Western"
tt3387542,39712000.0,10000000.0,PG-13,Focus Features,12741176.0,"Horror,Mystery,Thriller"
tt2638144,94061311.0,100000000.0,PG-13,Paramount Pictures,11203815.0,"Action,Adventure,Drama"
tt2671706,64414761.0,24000000.0,PG-13,Paramount Pictures,129462.0,Drama
tt4263482,40423945.0,4000000.0,R,A24,8800230.0,"Drama,Horror,Mystery"
tt4682786,88528280.0,36000000.0,PG-13,Warner Bros.,7102085.0,"Drama,Romance"
tt1473832,211952420.0,35000000.0,R,Universal Pictures,8571785.0,"Comedy,Drama,Romance"
tt4669186,23591043.0,9900000.0,R,Universal Pictures,11767210.0,"Comedy,Documentary"
tt3553442,24972139.0,35000000.0,R,Paramount Pictures,7450275.0,"Biography,Comedy,Drama,War"
tt3774114,37357216.0,40000000.0,R,Open Road Films (II),8000058.0,"Biography,Crime,Drama,Thriller"
tt3522806,125729635.0,,R,Lionsgate,7456525.0,"Action,Adventure,Crime,Thriller"
tt1124037,25035950.0,50000000.0,R,STX Entertainment,7572206.0,"Action,Biography,Drama,History,War,Western"
tt1540011,45173154.0,5000000.0,R,Lionsgate,9576057.0,"Horror,Mystery,Thriller"
tt4824308,24487848.0,,PG,Pure Flix Entertainment,7623662.0,Drama
tt4139124,20651333.0,15000000.0,R,Warner Bros.,9453224.0,"Action,Comedy,Crime"
tt4981636,23316139.0,8500000.0,PG,Lionsgate,6878437.0,"Animation,Comedy,Family"
tt4383594,57814445.0,30000000.0,PG,EuropaCorp,6249915.0,"Comedy,Drama,Family,Fantasy"
tt3499096,25070261.0,,PG-13,Focus Features,7353922.0,"Biography,Drama,Sport"
tt1895587,98690254.0,,R,Open Road Films (II),295009.0,"Biography,Crime,Drama"
tt2381111,62402155.0,,PG-13,Fox Searchlight Pictures,187281.0,"Drama,Romance"
tt3797868,23079932.0,,PG-13,Lionsgate,6050443.0,"Drama,Romance"
tt2057392,35259653.0,,R,Bleecker Street Media,113803.0,"Action,Drama,Thriller,War"
tt1798603,24079268.0,26000000.0,R,Broad Green Pictures,6176680.0,"Comedy,Crime,Drama"
tt2461150,29674699.0,,PG-13,Relativity Media,6541205.0,"Biography,Comedy,Crime"
tt3322364,48623572.0,35000000.0,PG-13,Sony Pictures Entertainment (SPE),10513749.0,"Biography,Drama,Sport"
tt1594972,30734502.0,,PG,Lionsgate,6844137.0,"Adventure,Animation,Comedy,Family"
tt4196450,16779212.0,8500000.0,R,Fox Searchlight Pictures,7004254.0,"Biography,Drama,History"
tt1083452,46152800.0,23000000.0,PG-13,Twentieth Century Fox,6084682.0,"Biography,Comedy,Drama,Family,History,Sport"
tt1355631,21011110.0,,R,Broad Green Pictures,5303775.0,"Biography,Crime,Drama,Thriller"
tt2387499,29918745.0,40000000.0,PG-13,Twentieth Century Fox,5461475.0,"Action,Comedy"
tt3014866,38803993.0,,R,Lionsgate,5767278.0,"Action,Sci-Fi,Thriller"
tt3766394,14659448.0,,R,Roadside Attractions,84986.0,"Comedy,Drama,Romance"
tt1878870,19370020.0,9000000.0,R,STX Entertainment,4754215.0,"Comedy,Drama"
tt3068194,21401949.0,,PG,Roadside Attractions,133513.0,"Comedy,Drama,Romance"
tt2058673,133718711.0,105000000.0,PG-13,Warner Bros.,9800252.0,"Action,Adventure,Crime,Sport,Thriller"
tt5646136,13099931.0,,PG-13,Quality Flix,74814.0,"Biography,Documentary,History"
tt1712261,23177948.0,,R,Open Road Films (II),6109085.0,"Action,Crime,Thriller"
tt2547584,25975621.0,20000000.0,PG-13,Walt Disney Studios Motion Pictures,4765838.0,"Drama,Romance"
tt4975722,65336603.0,4000000.0,R,A24,402075.0,Drama
tt1979388,332207671.0,,PG,Walt Disney Studios Motion Pictures,39155217.0,"Adventure,Animation,Comedy,Drama,Family"
tt1951266,658344137.0,160000000.0,PG-13,Lionsgate,102665981.0,"Action,Adventure,Sci-Fi,Thriller"
tt4667094,22227514.0,,R,Open Road Films (II),5900528.0,Comedy
tt5259966,23540937.0,,PG-13,Pantelion Films,3676235.0,"Comedy,Romance"
tt4513674,43763247.0,,PG-13,Lionsgate,359289.0,"Comedy,Drama,Romance"
tt1374989,16457494.0,28000000.0,PG-13,Screen Gems,5324240.0,"Action,Comedy,Fantasy,Horror,Romance"
tt1878841,10898293.0,,PG-13,BH Tilt,4950859.0,"Horror,Thriller"
tt3076658,173567581.0,35000000.0,PG-13,Warner Bros.,29632823.0,"Action,Drama,Sport"
tt4550098,30311857.0,,R,Focus Features,492648.0,"Drama,Thriller"
tt3722070,41387687.0,,PG-13,Sony Pictures Classics,,"Biography,Comedy,Drama"
tt3170832,35401758.0,,R,A24,118298.0,"Drama,Thriller"
tt4871980,10414738.0,,R,Lionsgate,4294232.0,"Comedy,Romance"
tt3960412,9680029.0,,R,Universal Pictures,4698715.0,"Comedy,Drama,Musical"
tt3072482,16810562.0,,R,STX Entertainment,5107604.0,"Action,Adventure,Sci-Fi,Thriller"
tt4191580,9097072.0,,R,Freestyle Releasing,4055940.0,"Comedy,Horror"
tt2402927,40272135.0,,R,The Weinstein Company,253510.0,"Drama,Romance"
tt4341582,10367161.0,15000000.0,PG,Walt Disney Studios Motion Pictures,304933.0,"Biography,Drama,Sport"
tt2865120,13385737.0,,PG,Focus Features,4869278.0,"Action,Adventure,Animation,Comedy,Family,Sci-Fi"
tt3464902,15509546.0,,R,Mongrel Media,,"Comedy,Drama,Romance,Sci-Fi,Thriller"
tt5074352,303723636.0,,,UTV Motion Pictures,3248481.0,"Action,Biography,Drama,Sport"
tt2800050,25730120.0,,,IMAX,223983.0,Documentary
tt4731008,40075446.0,,PG,Lionsgate,3342696.0,"Adventure,Animation,Comedy,Family"
tt4669986,12957265.0,,PG-13,Focus Features,159615.0,"Biography,Drama,Romance"
tt2582500,13082071.0,,PG-13,EuropaCorp,3613567.0,"Drama,Horror,Mystery,Thriller"
tt3381008,27979040.0,,R,Sony Pictures Entertainment (SPE),3258327.0,"Action,Adventure,Comedy,Crime,Thriller"
tt0810819,64191523.0,,R,Focus Features,187318.0,"Biography,Drama,Romance"
tt1002563,7330338.0,,PG-13,Focus Features,3294876.0,"Drama,Fantasy"
tt1619029,29777777.0,,R,Fox Searchlight Pictures,278715.0,"Biography,Drama"
tt4258698,6628603.0,,PG-13,Roadside Attractions,2868403.0,"Biography,Drama,History,Romance"
tt3553976,23123592.0,,R,Bleecker Street Media,93824.0,"Comedy,Drama"
tt4832640,98251790.0,13430000.0,,Yash Raj Films,2371100.0,"Action,Drama,Sport"
tt3741834,140853810.0,12000000.0,PG-13,The Weinstein Company,123360.0,"Biography,Drama"
tt4698684,23915910.0,,PG-13,The Orchard,78439.0,"Adventure,Comedy,Drama"
tt1620935,6698679.0,6000000.0,R,Open Road Films (II),2366810.0,"Biography,Drama,Sport"
tt3216348,9037058.0,5000000.0,PG-13,BH Tilt,2534884.0,"Horror,Thriller"
tt2112096,39219109.0,,R,Fox Searchlight Pictures,1861118.0,"Comedy,Crime"
tt1781827,4978353.0,,R,The Weinstein Company,1751388.0,"Biography,Drama,Sport"
tt4972062,4417667.0,,R,The Film Arcade,92835.0,"Comedy,Drama"
tt4501454,5425148.0,,PG-13,,,"Comedy,Drama,Romance"
tt4559006,31668920.0,,,FIP,2190042.0,"Drama,Music,Musical,Romance"
tt2980210,9169507.0,,R,Roadside Attractions,1138578.0,"Comedy,Drama,Romance"
tt4034354,4935501.0,,R,A24,105453.0,"Comedy,Drama,Fantasy,Romance"
tt3544082,14430249.0,,R,IFC Films,65775.0,"Drama,Romance"
tt4645330,7994527.0,,PG-13,Bleecker Street Media,93728.0,"Biography,Drama"
tt4520364,8809407.0,8000000.0,R,Twentieth Century Fox,2012709.0,"Action,Horror,Sci-Fi,Thriller"
tt5071886,4388789.0,,,CineGalaxy,2157621.0,"Action,Crime,Drama"
tt0787524,12252684.0,,PG-13,IFC Films,80325.0,"Biography,Drama"
tt4897822,4664756.0,,R,Drafthouse Films,897034.0,"Comedy,Documentary"
tt1472584,6272403.0,,PG-13,Open Road Films (II),2182216.0,"Action,Adventure,Fantasy,Sci-Fi"
tt4853102,4462034.0,,R,Fathom Events,,"Action,Animation,Crime,Drama,Thriller"
tt2649554,6740647.0,,PG-13,Warner Bros.,190012.0,"Drama,Mystery,Sci-Fi,Thriller"
tt2401878,5659286.0,8000000.0,R,Paramount Pictures,135222.0,"Animation,Comedy,Drama,Romance"
tt1974420,3885342.0,25000000.0,PG-13,Twentieth Century Fox,1589625.0,"Comedy,Drama,Romance"
tt4540710,9101546.0,,R,EuropaCorp,59797.0,Drama
tt4193394,3924527.0,,R,Roadside Attractions,93125.0,"Drama,Romance"
tt2937696,4644472.0,,R,Paramount Pictures,312355.0,Comedy
tt3471098,5883891.0,,R,Sony Pictures Classics,63308.0,"Comedy,Drama,Romance"
tt4080728,30692889.0,,PG-13,Music Box Films,54608.0,"Comedy,Drama,Romance"
tt3544112,13624522.0,,PG-13,The Weinstein Company,63573.0,"Comedy,Drama,Music,Romance"
tt4701660,553810228.0,,R,Sony Pictures Entertainment (SPE),985052.0,"Comedy,Drama,Fantasy,Romance"
tt4062536,3769214.0,,R,A24,87984.0,"Horror,Thriller"
tt1995390,10711027.0,,R,Roadside Attractions,984698.0,"Crime,Drama,Thriller"
tt3367294,7353544.0,,R,Pantelion Films,1397434.0,"Action,Comedy,Crime"
tt3659388,630162448.0,108000000.0,PG-13,Twentieth Century Fox,54308575.0,"Adventure,Drama,Sci-Fi"
tt3702652,14332467.0,,R,Twentieth Century Fox,1211210.0,Horror
tt2527336,1332698830.0,317000000.0,PG-13,Walt Disney Studios Motion Pictures,220009584.0,"Action,Adventure,Fantasy,Sci-Fi"
tt2771200,1273576220.0,160000000.0,PG,Walt Disney Studios Motion Pictures,174750616.0,"Adventure,Family,Fantasy,Musical,Romance"
tt0451279,822824522.0,149000000.0,PG-13,Warner Bros.,103251471.0,"Action,Adventure,Fantasy,Sci-Fi,War"
tt3896198,863756051.0,200000000.0,PG-13,Walt Disney Studios Motion Pictures,146510104.0,"Action,Adventure,Comedy,Sci-Fi"
tt2250912,880166924.0,175000000.0,PG-13,Sony Pictures Entertainment (SPE),117027503.0,"Action,Adventure,Sci-Fi"
tt1396484,701796444.0,35000000.0,R,Warner Bros.,123403419.0,Horror
tt3501632,853983911.0,180000000.0,PG-13,Walt Disney Studios Motion Pictures,122744989.0,"Action,Adventure,Comedy,Fantasy,Sci-Fi"
tt3469046,1034800131.0,80000000.0,PG,Universal Pictures,72434025.0,"Adventure,Animation,Comedy,Crime,Family,Sci-Fi"
tt3315342,619179950.0,97000000.0,R,Twentieth Century Fox,88411916.0,"Action,Drama,Sci-Fi,Thriller"
tt4630562,1236005118.0,250000000.0,PG-13,Universal Pictures,98786705.0,"Action,Adventure,Crime,Thriller"
tt0974015,657926987.0,,PG-13,Warner Bros.,93842239.0,"Action,Adventure,Fantasy,Sci-Fi"
tt5013056,527016307.0,100000000.0,PG-13,Warner Bros.,50513488.0,"Action,Drama,History,Thriller,War"
tt2380307,807817888.0,,PG,Walt Disney Studios Motion Pictures,50802605.0,"Adventure,Animation,Comedy,Family,Fantasy,Music,Mystery"
tt4116284,311950384.0,80000000.0,PG,Warner Bros.,53003468.0,"Action,Adventure,Animation,Comedy,Family,Fantasy,Sci-Fi"
tt5052448,255589157.0,4500000.0,R,,,"Horror,Mystery,Thriller"
tt3874544,527965936.0,,PG,Twentieth Century Fox,50198902.0,"Adventure,Animation,Comedy,Family,Fantasy"
tt1790809,794881442.0,230000000.0,PG-13,Walt Disney Studios Motion Pictures,62983253.0,"Action,Adventure,Fantasy"
tt2283362,962542945.0,90000000.0,PG-13,Sony Pictures Entertainment (SPE),36169328.0,"Action,Adventure,Comedy,Fantasy"
tt3731562,566652812.0,185000000.0,PG-13,Warner Bros.,61025472.0,"Action,Adventure,Fantasy,Sci-Fi"
tt4846340,235956898.0,25000000.0,PG,Twentieth Century Fox,515499.0,"Biography,Drama,History"
tt3606752,383930656.0,,G,Walt Disney Studios Motion Pictures,53688680.0,"Adventure,Animation,Comedy,Family,Sport"
tt3450958,490719763.0,150000000.0,PG-13,Twentieth Century Fox,56262929.0,"Action,Adventure,Drama,Sci-Fi,Thriller"
tt4972582,278454417.0,9000000.0,PG-13,Universal Pictures,40010975.0,"Horror,Thriller"
tt3371366,605425157.0,217000000.0,PG-13,Paramount Pictures,44680073.0,"Action,Adventure,Sci-Fi"
tt3748528,1056057720.0,200000000.0,PG-13,Walt Disney Studios Motion Pictures,155081681.0,"Action,Adventure,Sci-Fi"
tt2543472,306209289.0,,PG,Lionsgate,27547866.0,"Drama,Family"
tt3783958,448906865.0,30000000.0,PG-13,Lionsgate,881104.0,"Comedy,Drama,Music,Musical,Romance"
tt3470600,634208384.0,75000000.0,PG,Universal Pictures,35258145.0,"Animation,Comedy,Family,Musical"
tt3564472,140552359.0,19000000.0,R,Universal Pictures,31201920.0,"Adventure,Comedy,Drama"
tt4465564,381545846.0,55000000.0,R,Universal Pictures,46607250.0,"Drama,Romance"
tt3890160,226945087.0,34000000.0,R,TriStar Pictures,20553320.0,"Action,Crime,Drama,Music,Thriller"
tt5140878,306515884.0,15000000.0,R,Warner Bros.,35006404.0,"Horror,Mystery,Thriller"
tt5657846,180613824.0,69000000.0,PG-13,Paramount Pictures,29651193.0,Comedy
tt3402236,352794081.0,55000000.0,PG-13,Twentieth Century Fox,28681472.0,"Crime,Drama,Mystery"
tt4649466,410902662.0,104000000.0,R,Twentieth Century Fox,39023010.0,"Action,Adventure,Comedy,Crime,Thriller"
tt4425200,171547802.0,,R,Lionsgate,30436123.0,"Action,Crime,Thriller"
tt1856101,259334548.0,150000000.0,R,Warner Bros.,32753122.0,"Action,Drama,Sci-Fi,Thriller"
tt4877122,217776646.0,50000000.0,PG,Sony Pictures Entertainment (SPE),24531923.0,"Adventure,Animation,Comedy,Family,Fantasy,Sci-Fi"
tt3717490,142337240.0,100000000.0,PG-13,Lionsgate,40300288.0,"Action,Adventure,Fantasy,Sci-Fi"
tt2345759,409231607.0,125000000.0,PG-13,Universal Pictures,31688375.0,"Action,Adventure,Fantasy,Horror,Thriller"
tt1959563,176600207.0,30000000.0,R,Lionsgate,21384504.0,"Action,Comedy,Crime,Thriller"
tt2316204,240891763.0,97000000.0,R,Twentieth Century Fox,36160621.0,"Horror,Sci-Fi,Thriller"
tt2091256,125427681.0,38000000.0,PG,Twentieth Century Fox,23851539.0,"Action,Adventure,Animation,Comedy,Family,Sci-Fi"
tt6359956,130560428.0,28000000.0,R,STX Entertainment,16759161.0,Comedy
tt1753383,205035819.0,22000000.0,PG,Universal Pictures,18222810.0,"Adventure,Comedy,Drama,Family,Fantasy"
tt4765284,185400345.0,45000000.0,PG-13,Universal Pictures,19928525.0,"Comedy,Music"
tt3014284,123081555.0,,PG,Warner Bros.,20433071.0,"Action,Adventure,Animation,Comedy,Drama,Family,Fantasy,Sci-Fi,Thriller"
tt1469304,177856751.0,69000000.0,R,Paramount Pictures,18503871.0,"Action,Comedy,Crime"
tt2872518,96942115.0,,PG-13,Lionsgate,16172119.0,"Drama,Fantasy"
tt5308322,125479266.0,4800000.0,PG-13,Universal Pictures,26039025.0,"Comedy,Horror,Mystery,Thriller"
tt3411444,296069199.0,111000000.0,PG,Twentieth Century Fox,13401586.0,"Adventure,Animation,Comedy,Drama,Family"
tt2406566,100014025.0,30000000.0,R,Focus Features,18286420.0,"Action,Thriller"
tt3532216,134866593.0,50000000.0,R,Universal Pictures,16776390.0,"Action,Comedy,Crime,Drama"
tt1648190,113231078.0,60000000.0,PG-13,Sony Pictures Entertainment (SPE),19153698.0,"Action,Adventure,Fantasy,Sci-Fi,Western"
tt1485796,436949634.0,84000000.0,PG,Twentieth Century Fox,8805843.0,"Biography,Drama,Musical"
tt6217804,48333932.0,25000000.0,PG-13,Lionsgate,21226953.0,"Comedy,Drama,Horror"
tt3741834,140853810.0,12000000.0,PG-13,The Weinstein Company,123360.0,"Biography,Drama"
tt2334871,60845711.0,42000000.0,R,Twentieth Century Fox,19542248.0,"Action,Adventure,Comedy"
tt2034800,334933831.0,150000000.0,PG-13,Universal Pictures,18469620.0,"Action,Adventure,Fantasy,Thriller"
tt2398241,197183546.0,60000000.0,PG,Sony Pictures Entertainment (SPE),13210449.0,"Adventure,Animation,Comedy,Family,Fantasy"
tt2568862,84918541.0,25000000.0,PG-13,Warner Bros.,11932330.0,"Comedy,Crime"
tt1666185,55668698.0,40000000.0,R,Lionsgate,26435354.0,"Biography,Drama,Music"
tt1293847,346118277.0,85000000.0,PG-13,Paramount Pictures,20130142.0,"Action,Adventure,Thriller"
tt1355644,303144152.0,110000000.0,PG-13,Sony Pictures Entertainment (SPE),14869736.0,"Drama,Romance,Sci-Fi,Thriller"
tt2932536,62198461.0,5300000.0,PG-13,Entertainment Studios Motion Pictures,11205561.0,"Adventure,Drama,Horror,Thriller"
tt5462602,56411585.0,,R,Lionsgate,421577.0,"Comedy,Drama,Romance"
tt3521164,644136488.0,,PG,Walt Disney Studios Motion Pictures,56631401.0,"Adventure,Animation,Comedy,Family,Fantasy,Musical"
tt1219827,169846945.0,110000000.0,PG-13,Paramount Pictures,18676033.0,"Action,Crime,Drama,Sci-Fi,Thriller"
tt2239822,225973340.0,177200000.0,PG-13,STX Entertainment,17007624.0,"Action,Adventure,Fantasy,Sci-Fi"
tt4587656,62856743.0,20000000.0,PG,Sony Pictures Entertainment (SPE),9812674.0,"Adventure,Animation,Comedy,Family,Fantasy"
tt1972591,148675066.0,175000000.0,PG-13,Warner Bros.,15371270.0,"Action,Adventure,Drama,Fantasy"
tt3348730,102952888.0,10000000.0,R,Lionsgate,16640452.0,"Crime,Horror,Mystery,Thriller"
tt1961175,67234188.0,33000000.0,R,Lionsgate,14846778.0,"Action,Thriller"
tt1615160,145418070.0,35000000.0,R,STX Entertainment,13113024.0,"Action,Thriller"
tt5001718,61621140.0,10000000.0,PG-13,Warner Bros.,11727390.0,"Drama,Romance"
tt5362988,43980821.0,11000000.0,R,The Weinstein Company,161558.0,"Crime,Drama,Mystery,Thriller"
tt1981128,221600160.0,120000000.0,PG-13,Warner Bros.,13707376.0,"Action,Sci-Fi,Thriller"
tt3095734,64493915.0,,PG,Paramount Pictures,10950705.0,"Action,Adventure,Comedy,Family,Sci-Fi"
tt3401882,41087017.0,,R,Warner Bros.,12201873.0,Comedy
tt4795124,62547032.0,,PG-13,Pantelion Films,12252439.0,"Comedy,Drama"
tt4925292,78966486.0,,R,A24,364437.0,"Comedy,Drama"
tt2671706,64414761.0,24000000.0,PG-13,Paramount Pictures,129462.0,Drama
tt4572514,52185751.0,45000000.0,R,Lionsgate,161306.0,"Action,Crime,Drama,History,Thriller"
tt1458169,34814102.0,21000000.0,R,Aviron Pictures,10016323.0,"Action,Crime,Drama,Thriller"
tt3717252,81093313.0,35000000.0,R,Screen Gems,13688751.0,"Action,Adventure,Fantasy,Horror"
tt2226597,62832209.0,35000000.0,PG-13,Twentieth Century Fox,10551336.0,"Action,Adventure,Drama,Romance,Thriller"
tt5442430,100541806.0,58000000.0,R,Sony Pictures Entertainment (SPE),12501936.0,"Horror,Sci-Fi,Thriller"
tt4501244,118102725.0,38000000.0,R,Twentieth Century Fox,11002986.0,Comedy
tt3486626,68743485.0,40000000.0,PG,Open Road Films (II),8342311.0,"Adventure,Animation,Comedy,Crime,Family"
tt0498381,83080890.0,25000000.0,PG-13,Paramount Pictures,13002632.0,"Drama,Horror,Mystery,Romance"
tt5439796,48453605.0,29000000.0,PG-13,Bleecker Street Media,7600036.0,"Action,Comedy,Crime,Drama"
tt5719700,37270721.0,12000000.0,PG-13,Open Road Films (II),8567881.0,"Comedy,Drama,Romance"
tt2592614,312242626.0,40000000.0,R,Screen Gems,13601682.0,"Action,Horror,Sci-Fi"
tt4481514,34184504.0,40000000.0,R,Warner Bros.,8724795.0,"Comedy,Crime"
tt4481414,43069254.0,7000000.0,PG-13,Fox Searchlight Pictures,446380.0,Drama
tt5027774,160260573.0,,R,Fox Searchlight Pictures,322168.0,"Comedy,Crime,Drama"
tt4030600,29874280.0,7400000.0,PG-13,STX Entertainment,13501349.0,"Drama,Fantasy,Horror,Mystery,Thriller"
tt5816682,66558465.0,,PG-13,Focus Features,158845.0,"Biography,Drama,History"
tt4799050,47347283.0,20000000.0,R,Sony Pictures Entertainment (SPE),8004283.0,Comedy
tt4131800,60330833.0,6500000.0,PG,Lionsgate,8885899.0,"Adventure,Animation,Comedy,Drama,Family,Fantasy,Musical"
tt2261287,106127278.0,,PG,Entertainment One,181091.0,"Adventure,Animation,Comedy,Family,Music"
tt2072233,32917353.0,,R,Open Road Films (II),8344128.0,"Action,Crime,Thriller"
tt6003368,40140972.0,22000000.0,PG,Twentieth Century Fox,7126084.0,"Adventure,Comedy,Family"
tt4034228,78988148.0,9000000.0,R,Roadside Attractions,256498.0,Drama
tt4287320,40656399.0,18000000.0,PG-13,STX Entertainment,9034148.0,"Drama,Sci-Fi,Thriller"
tt4849438,254158390.0,,,Great India Films,10430497.0,"Action,Drama"
tt0493405,26800152.0,25000000.0,R,Warner Bros.,7722802.0,"Action,Comedy,Crime"
tt2094766,240697856.0,125000000.0,PG-13,Twentieth Century Fox,10278225.0,"Action,Adventure,Sci-Fi"
tt3829920,26351322.0,38000000.0,PG-13,Sony Pictures Entertainment (SPE),6002665.0,"Action,Biography,Drama"
tt4555426,150847274.0,,PG-13,Focus Features,175006.0,"Biography,Drama,War"
tt3521126,29820616.0,,R,A24,1211345.0,"Biography,Comedy,Drama"
tt5109784,44516999.0,30000000.0,R,Paramount Pictures,7534673.0,"Drama,Horror,Mystery"
tt1730768,26152835.0,,PG-13,Focus Features,3288835.0,"Biography,Drama,History,War"
tt2378507,22088533.0,,PG-13,Lionsgate,4678548.0,"Biography,Drama"
tt1389072,55003890.0,68000000.0,R,Paramount Pictures,4954287.0,"Drama,Fantasy,Sci-Fi"
tt2039338,45158254.0,19000000.0,PG-13,Sony Pictures Entertainment (SPE),6574326.0,"Drama,Horror,Mystery,Sci-Fi,Thriller"
tt5390504,23355100.0,34000000.0,R,Annapurna Pictures,350190.0,"Crime,Drama,History,Thriller"
tt5580390,195333312.0,,R,Fox Searchlight Pictures,166564.0,"Drama,Fantasy,Romance,Sci-Fi,Thriller"
tt4975722,65336603.0,4000000.0,R,A24,402075.0,Drama
tt6113488,18175663.0,,PG,Pure Flix Entertainment,3967885.0,"Biography,Drama"
tt5322012,23468586.0,12000000.0,PG-13,Broad Green Pictures,5467084.0,"Drama,Fantasy,Horror,Mystery,Thriller"
tt4695012,19735344.0,,R,A24,5988370.0,"Horror,Mystery,Sci-Fi,Thriller"
tt4629266,25081168.0,,G,Walt Disney Studios Motion Pictures,4790367.0,Documentary
tt4899370,14510490.0,,PG-13,Bleecker Street Media,3810867.0,"Action,Biography,Drama,War"
tt1966359,25601244.0,,R,Warner Bros.,3287451.0,"Comedy,Drama"
tt4276820,24121245.0,,PG-13,The Weinstein Company,3404102.0,"Biography,Drama"
tt5294550,56996304.0,,R,TriStar Pictures,5584684.0,"Biography,Crime,Drama,Mystery,Thriller"
tt4622512,18598607.0,,PG-13,Fox Searchlight Pictures,518332.0,"Biography,Comedy,Drama,History,Sport"
tt1691916,16373843.0,,PG-13,Open Road Films (II),4690214.0,"Drama,Fantasy,Mystery"
tt6000478,13025860.0,22000000.0,PG-13,Sony Pictures Entertainment (SPE),61999.0,"Crime,Drama,Thriller"
tt3462710,17768012.0,12000000.0,R,Warner Bros.,4785431.0,"Drama,Thriller"
